id	teruletid	novenyid	ev	termes
20365	886	6	2009	2
20366	886	2	2010	13
20367	886	1	2011	5
20368	886	6	2012	1
20369	886	6	2013	6
20370	886	9	2014	10
20371	886	3	2015	2
20372	886	7	2016	11
20373	886	6	2017	11
20374	886	8	2018	0
20375	886	13	2019	0
20376	886	10	2020	12
20377	886	9	2021	12
20378	886	1	2022	12
20379	887	11	2000	7
20380	887	12	2001	9
20381	887	7	2002	7
20382	887	7	2003	8
20383	887	1	2004	13
20384	887	11	2005	1
20385	887	5	2006	7
20386	887	13	2007	5
20387	887	11	2008	6
20388	887	12	2009	0
20389	887	7	2010	11
20390	887	1	2011	11
20391	887	11	2012	12
20392	887	2	2013	9
20393	887	2	2014	3
20394	887	13	2015	11
20395	887	3	2016	13
20396	887	7	2017	7
20397	887	3	2018	15
20398	887	8	2019	15
20399	887	3	2020	13
20400	887	8	2021	8
20401	887	6	2022	14
20402	888	7	2000	5
20403	888	9	2001	2
20404	888	9	2002	5
20405	888	9	2003	6
20406	888	13	2004	4
20407	888	11	2005	8
20408	888	13	2006	6
20409	888	8	2007	8
20410	888	6	2008	12
20411	888	4	2009	10
20412	888	10	2010	15
20413	888	13	2011	15
20414	888	8	2012	13
20415	888	6	2013	10
20416	888	7	2014	7
20417	888	11	2015	10
20418	888	3	2016	13
20419	888	13	2017	9
20420	888	7	2018	1
20421	888	9	2019	14
20422	888	6	2020	8
20423	888	6	2021	0
20424	888	7	2022	5
20425	889	9	2000	8
20426	889	5	2001	1
20427	889	2	2002	13
20428	889	4	2003	14
20429	889	13	2004	11
20430	889	12	2005	8
20431	889	1	2006	2
20432	889	11	2007	8
20433	889	3	2008	6
20434	889	1	2009	10
20435	889	13	2010	11
20436	889	1	2011	13
20437	889	13	2012	6
20438	889	11	2013	12
20439	889	9	2014	9
20440	889	5	2015	3
20441	889	10	2016	10
20442	889	10	2017	7
20443	889	3	2018	13
20444	889	5	2019	2
20445	889	4	2020	14
20446	889	2	2021	3
20447	889	11	2022	8
20448	890	1	2000	3
20449	890	11	2001	1
20450	890	6	2002	5
20451	890	8	2003	9
20452	890	12	2004	7
20453	890	12	2005	3
20454	890	2	2006	14
20455	890	9	2007	0
20456	890	10	2008	5
20457	890	8	2009	12
20458	890	10	2010	2
20459	890	3	2011	11
20460	890	5	2012	7
20461	890	6	2013	6
20462	890	13	2014	13
20463	890	3	2015	0
20464	890	1	2016	2
20465	890	1	2017	14
20466	890	11	2018	1
20467	890	9	2019	11
20468	890	1	2020	8
20469	890	2	2021	11
20470	890	4	2022	13
20471	891	6	2000	7
20472	891	5	2001	9
20473	891	13	2002	12
20474	891	9	2003	5
20475	891	8	2004	9
20476	891	12	2005	10
20477	891	2	2006	8
20478	891	11	2007	5
20479	891	9	2008	9
20480	891	1	2009	6
20481	891	9	2010	0
20482	891	7	2011	13
20483	891	4	2012	14
20484	891	1	2013	1
20485	891	4	2014	13
20486	891	4	2015	2
20487	891	13	2016	0
20488	891	5	2017	2
20489	891	9	2018	10
20490	891	6	2019	9
20491	891	5	2020	11
20492	891	3	2021	11
20493	891	3	2022	9
20494	892	2	2000	2
20495	892	13	2001	13
20496	892	3	2002	1
20497	892	13	2003	15
20498	892	12	2004	5
20499	892	3	2005	7
20500	892	1	2006	9
20501	892	7	2007	6
20502	892	7	2008	2
20503	892	1	2009	13
20504	892	10	2010	15
20505	892	10	2011	13
20506	892	10	2012	13
20507	892	9	2013	10
20508	892	1	2014	4
20509	892	10	2015	4
20510	892	9	2016	11
20511	892	11	2017	14
20512	892	13	2018	12
20513	892	9	2019	10
20514	892	1	2020	14
20515	892	2	2021	1
20516	892	9	2022	7
20517	893	2	2000	13
20518	893	2	2001	2
20519	893	2	2002	3
20520	893	11	2003	15
20521	893	7	2004	4
20522	893	3	2005	11
20523	893	2	2006	2
20524	893	5	2007	3
20525	893	1	2008	3
20526	893	12	2009	7
20527	893	12	2010	8
20528	893	1	2011	14
20529	893	4	2012	1
20530	893	5	2013	15
20531	893	6	2014	15
20532	893	5	2015	2
20533	893	1	2016	8
20534	893	8	2017	8
20535	893	10	2018	2
20536	893	13	2019	15
20537	893	10	2020	6
20538	893	10	2021	5
20539	893	7	2022	7
20540	894	12	2000	13
20541	894	5	2001	1
20542	894	11	2002	13
20543	894	5	2003	1
20544	894	8	2004	8
20545	894	7	2005	4
20546	894	7	2006	7
20547	894	2	2007	14
20548	894	12	2008	14
20549	894	4	2009	14
20550	894	11	2010	11
20551	894	10	2011	7
20552	894	5	2012	11
20553	894	8	2013	0
20554	894	12	2014	12
20555	894	6	2015	3
20556	894	2	2016	12
20557	894	4	2017	2
20558	894	4	2018	1
20559	894	9	2019	4
20560	894	2	2020	4
20561	894	2	2021	12
20562	894	12	2022	11
20563	895	9	2000	7
20564	895	7	2001	3
20565	895	6	2002	2
20566	895	3	2003	1
20567	895	6	2004	10
20568	895	6	2005	5
20569	895	8	2006	15
20570	895	8	2007	13
20571	895	13	2008	6
20572	895	12	2009	11
20573	895	3	2010	15
20574	895	2	2011	1
20575	895	10	2012	9
20576	895	6	2013	10
20577	895	12	2014	4
20578	895	3	2015	9
20579	895	3	2016	1
20580	895	2	2017	1
20581	895	11	2018	14
20582	895	12	2019	12
20583	895	3	2020	13
20584	895	13	2021	8
20585	895	1	2022	4
20586	896	5	2000	15
20587	896	8	2001	0
20588	896	12	2002	6
20589	896	3	2003	7
20590	896	2	2004	0
20591	896	7	2005	3
20592	896	10	2006	7
20593	896	8	2007	15
20594	896	11	2008	4
20595	896	5	2009	10
20596	896	12	2010	4
20597	896	3	2011	2
20598	896	5	2012	12
20599	896	2	2013	14
20600	896	8	2014	11
20601	896	1	2015	7
20602	896	5	2016	8
20603	896	9	2017	11
20604	896	11	2018	2
20605	896	7	2019	11
20606	896	11	2020	10
20607	896	11	2021	0
20608	896	2	2022	1
20609	897	12	2000	4
20610	897	10	2001	6
20611	897	11	2002	15
20612	897	10	2003	5
20613	897	6	2004	7
20614	897	5	2005	0
20615	897	10	2006	11
20616	897	4	2007	3
20617	897	7	2008	14
20618	897	13	2009	4
20619	897	11	2010	2
20620	897	8	2011	10
20621	897	12	2012	10
20622	897	6	2013	13
20623	897	3	2014	13
20624	897	10	2015	3
20625	897	10	2016	2
20626	897	4	2017	5
20627	897	11	2018	5
20628	897	2	2019	5
20629	897	10	2020	15
20630	897	10	2021	1
20631	897	11	2022	10
20632	898	7	2000	13
20633	898	3	2001	7
20634	898	8	2002	4
20635	898	13	2003	6
20636	898	6	2004	10
20637	898	4	2005	13
20638	898	4	2006	13
20639	898	3	2007	0
20640	898	10	2008	2
20641	898	3	2009	2
20642	898	8	2010	15
20643	898	8	2011	4
20644	898	5	2012	15
20645	898	2	2013	15
20646	898	10	2014	8
20647	898	5	2015	8
20648	898	1	2016	6
20649	898	8	2017	6
20650	898	7	2018	0
20651	898	1	2019	3
20652	898	7	2020	7
20653	898	5	2021	4
20654	898	12	2022	12
20655	899	1	2000	8
20656	899	8	2001	5
20657	899	8	2002	7
20658	899	4	2003	13
20659	899	6	2004	1
20660	899	10	2005	9
20661	899	1	2006	12
20662	899	6	2007	6
20663	899	3	2008	15
20664	899	3	2009	10
20665	899	4	2010	12
20666	899	3	2011	3
20667	899	11	2012	7
20668	899	4	2013	10
20669	899	13	2014	6
20670	899	13	2015	1
20671	899	5	2016	6
20672	899	6	2017	8
20673	899	4	2018	0
20674	899	2	2019	14
20675	899	6	2020	7
20676	899	13	2021	14
20677	899	1	2022	12
20678	900	6	2000	6
20679	900	13	2001	13
20680	900	9	2002	7
20681	900	12	2003	2
20682	900	9	2004	3
20683	900	6	2005	12
20684	900	3	2006	1
20685	900	11	2007	3
20686	900	12	2008	0
20687	900	6	2009	7
20688	900	8	2010	12
20689	900	8	2011	14
20690	900	12	2012	3
20691	900	6	2013	7
20692	900	4	2014	7
20693	900	13	2015	14
20694	900	7	2016	15
20695	900	4	2017	0
20696	900	9	2018	7
20697	900	4	2019	13
20698	900	7	2020	9
20699	900	1	2021	8
20700	900	9	2022	12
20701	901	9	2000	15
20702	901	10	2001	15
20703	901	8	2002	1
20704	901	3	2003	8
20705	901	10	2004	14
20706	901	12	2005	12
20707	901	2	2006	15
20708	901	11	2007	0
20709	901	1	2008	11
20710	901	1	2009	1
20711	901	12	2010	11
20712	901	12	2011	14
20713	901	7	2012	12
20714	901	3	2013	7
20715	901	10	2014	2
20716	901	12	2015	0
20717	901	1	2016	2
20718	901	2	2017	15
20719	901	11	2018	14
20720	901	13	2019	3
20721	901	6	2020	12
20722	901	7	2021	3
20723	901	4	2022	2
20724	902	3	2000	6
20725	902	8	2001	3
20726	902	5	2002	13
20727	902	4	2003	8
20728	902	6	2004	0
20729	902	8	2005	11
20730	902	4	2006	13
20731	902	1	2007	12
20732	902	6	2008	0
20733	902	2	2009	2
20734	902	5	2010	9
20735	902	9	2011	8
20736	902	13	2012	12
20737	902	1	2013	14
20738	902	6	2014	9
20739	902	6	2015	7
20740	902	1	2016	14
20741	902	10	2017	14
20742	902	11	2018	9
20743	902	8	2019	1
20744	902	7	2020	7
20745	902	3	2021	8
20746	902	3	2022	7
20747	903	2	2000	4
20748	903	8	2001	12
20749	903	3	2002	2
20750	903	13	2003	6
20751	903	11	2004	3
20752	903	5	2005	3
20753	903	13	2006	3
20754	903	9	2007	3
20755	903	10	2008	0
20756	903	8	2009	6
20757	903	9	2010	4
20758	903	7	2011	13
20759	903	7	2012	3
20760	903	10	2013	1
20761	903	11	2014	0
20762	903	10	2015	2
20763	903	2	2016	3
20764	903	11	2017	1
20765	903	11	2018	13
20766	903	12	2019	11
20767	903	1	2020	3
20768	903	1	2021	8
20769	903	9	2022	2
20770	904	6	2000	14
20771	904	1	2001	7
20772	904	13	2002	5
20773	904	12	2003	9
20774	904	5	2004	1
20775	904	1	2005	3
20776	904	10	2006	6
20777	904	9	2007	8
20778	904	3	2008	9
20779	904	5	2009	9
20780	904	6	2010	4
20781	904	9	2011	12
20782	904	9	2012	6
20783	904	6	2013	0
20784	904	1	2014	8
20785	904	8	2015	12
20786	904	5	2016	8
20787	904	8	2017	10
20788	904	6	2018	1
20789	904	9	2019	7
20790	904	8	2020	8
20791	904	1	2021	15
20792	904	12	2022	0
20793	905	1	2000	3
20794	905	2	2001	8
20795	905	13	2002	9
20796	905	2	2003	10
20797	905	2	2004	1
20798	905	4	2005	8
20799	905	2	2006	5
20800	905	1	2007	3
20801	905	2	2008	8
20802	905	11	2009	4
20803	905	4	2010	1
20804	905	9	2011	14
20805	905	4	2012	4
20806	905	13	2013	10
20807	905	2	2014	9
20808	905	11	2015	9
20809	905	1	2016	6
20810	905	12	2017	7
20811	905	7	2018	14
20812	905	5	2019	13
20813	905	6	2020	15
20814	905	5	2021	10
20815	905	5	2022	10
20816	906	12	2000	2
20817	906	13	2001	9
20818	906	4	2002	14
20819	906	6	2003	12
20820	906	4	2004	7
20821	906	2	2005	10
20822	906	3	2006	2
20823	906	6	2007	14
20824	906	7	2008	6
20825	906	1	2009	11
20826	906	3	2010	14
20827	906	13	2011	13
20828	906	11	2012	8
20829	906	10	2013	7
20830	906	11	2014	15
20831	906	6	2015	12
20832	906	11	2016	0
20833	906	13	2017	13
20834	906	3	2018	3
20835	906	4	2019	8
20836	906	7	2020	8
20837	906	11	2021	15
20838	906	6	2022	14
20839	907	12	2000	4
20840	907	2	2001	3
20841	907	11	2002	1
20842	907	12	2003	10
20843	907	7	2004	15
20844	907	6	2005	13
20845	907	6	2006	12
20846	907	3	2007	0
20847	907	5	2008	1
20848	907	9	2009	10
20849	907	6	2010	8
20850	907	7	2011	5
20851	907	8	2012	6
20852	907	12	2013	3
20853	907	3	2014	13
20854	907	5	2015	7
20855	907	8	2016	15
20856	907	1	2017	13
20857	907	8	2018	13
20858	907	13	2019	5
20859	907	7	2020	3
20860	907	6	2021	6
20861	907	10	2022	7
20862	908	6	2000	1
20863	908	13	2001	1
20864	908	4	2002	0
20865	908	10	2003	4
20866	908	8	2004	10
20867	908	4	2005	0
20868	908	13	2006	6
20869	908	13	2007	2
20870	908	5	2008	9
20871	908	7	2009	9
20872	908	8	2010	2
20873	908	11	2011	15
20874	908	1	2012	7
20875	908	10	2013	2
20876	908	11	2014	10
20877	908	2	2015	2
20878	908	13	2016	12
20879	908	4	2017	8
20880	908	3	2018	2
20881	908	6	2019	0
20882	908	11	2020	6
20883	908	3	2021	3
20884	908	9	2022	2
20885	909	13	2000	9
20886	909	6	2001	14
20887	909	5	2002	10
20888	909	12	2003	14
20889	909	7	2004	1
20890	909	10	2005	1
20891	909	5	2006	4
20892	909	3	2007	6
20893	909	9	2008	4
20894	909	13	2009	8
20895	909	11	2010	13
20896	909	13	2011	7
20897	909	9	2012	10
20898	909	2	2013	2
20899	909	6	2014	11
20900	909	10	2015	8
20901	909	12	2016	2
20902	909	11	2017	0
20903	909	10	2018	2
20904	909	13	2019	1
20905	909	10	2020	13
20906	909	9	2021	5
20907	909	7	2022	1
20908	910	2	2000	7
20909	910	1	2001	15
20910	910	12	2002	8
20911	910	8	2003	1
20912	910	4	2004	8
20913	910	11	2005	3
20914	910	5	2006	14
20915	910	3	2007	9
20916	910	10	2008	8
20917	910	7	2009	1
20918	910	4	2010	5
20919	910	12	2011	6
20920	910	5	2012	15
20921	910	4	2013	14
20922	910	7	2014	15
20923	910	5	2015	10
20924	910	1	2016	5
20925	910	11	2017	15
20926	910	7	2018	7
20927	910	3	2019	11
20928	910	2	2020	5
20929	910	11	2021	9
20930	910	6	2022	12
20931	911	6	2000	4
20932	911	10	2001	5
20933	911	1	2002	10
20934	911	13	2003	6
20935	911	1	2004	13
20936	911	8	2005	5
20937	911	11	2006	0
20938	911	11	2007	11
20939	911	11	2008	0
20940	911	10	2009	0
20941	911	7	2010	12
20942	911	9	2011	4
20943	911	4	2012	14
20944	911	7	2013	5
20945	911	5	2014	14
20946	911	2	2015	10
20947	911	6	2016	0
20948	911	12	2017	14
20949	911	4	2018	7
20950	911	4	2019	15
20951	911	11	2020	3
20952	911	1	2021	10
20953	911	3	2022	3
20954	912	4	2000	6
20955	912	4	2001	5
20956	912	3	2002	0
20957	912	7	2003	13
20958	912	9	2004	14
20959	912	6	2005	13
20960	912	7	2006	14
20961	912	8	2007	11
20962	912	9	2008	14
20963	912	7	2009	13
20964	912	12	2010	13
20965	912	8	2011	3
20966	912	5	2012	3
20967	912	3	2013	13
20968	912	10	2014	12
20969	912	13	2015	9
20970	912	8	2016	4
20971	912	11	2017	8
20972	912	2	2018	8
20973	912	10	2019	6
20974	912	7	2020	14
20975	912	9	2021	0
20976	912	6	2022	12
20977	913	10	2000	13
20978	913	9	2001	0
20979	913	4	2002	0
20980	913	9	2003	9
20981	913	4	2004	9
20982	913	1	2005	6
20983	913	1	2006	2
20984	913	1	2007	11
20985	913	11	2008	6
20986	913	4	2009	15
20987	913	5	2010	3
20988	913	6	2011	15
20989	913	7	2012	4
20990	913	12	2013	13
20991	913	10	2014	4
20992	913	5	2015	1
20993	913	9	2016	13
20994	913	3	2017	14
20995	913	10	2018	14
20996	913	9	2019	9
20997	913	6	2020	14
20998	913	12	2021	1
20999	913	9	2022	2
21000	914	8	2000	15
21001	914	1	2001	14
21002	914	6	2002	2
21003	914	6	2003	13
21004	914	6	2004	12
21005	914	9	2005	0
21006	914	7	2006	2
21007	914	12	2007	2
21008	914	5	2008	8
21009	914	3	2009	6
21010	914	7	2010	7
21011	914	7	2011	15
21012	914	13	2012	0
21013	914	1	2013	7
21014	914	9	2014	11
21015	914	13	2015	13
21016	914	4	2016	4
21017	914	2	2017	1
21018	914	12	2018	1
21019	914	12	2019	9
21020	914	5	2020	1
21021	914	3	2021	14
21022	914	8	2022	12
21023	915	5	2000	5
21024	915	3	2001	13
21025	915	9	2002	14
21026	915	3	2003	2
21027	915	11	2004	15
21028	915	12	2005	12
21029	915	5	2006	2
21030	915	12	2007	11
21031	915	7	2008	2
21032	915	7	2009	10
21033	915	4	2010	12
21034	915	4	2011	8
21035	915	1	2012	8
21036	915	7	2013	9
21037	915	12	2014	1
21038	915	1	2015	1
21039	915	12	2016	1
21040	915	6	2017	3
21041	915	13	2018	5
21042	915	5	2019	2
21043	915	2	2020	8
21044	915	5	2021	1
21045	915	12	2022	10
21046	916	4	2000	9
21047	916	3	2001	6
21048	916	12	2002	5
21049	916	5	2003	8
21050	916	9	2004	2
21051	916	3	2005	9
21052	916	1	2006	7
21053	916	8	2007	0
21054	916	8	2008	5
21055	916	4	2009	9
21056	916	11	2010	11
21057	916	9	2011	13
21058	916	9	2012	5
21059	916	2	2013	9
21060	916	2	2014	9
21061	916	8	2015	9
21062	916	8	2016	2
21063	916	7	2017	8
21064	916	2	2018	1
21065	916	10	2019	14
21066	916	3	2020	12
21067	916	12	2021	15
21068	916	13	2022	6
21069	917	11	2000	1
21070	917	3	2001	10
21071	917	3	2002	6
21072	917	8	2003	15
21073	917	2	2004	4
21074	917	8	2005	13
21075	917	13	2006	1
21076	917	12	2007	9
21077	917	11	2008	6
21078	917	11	2009	1
21079	917	6	2010	2
21080	917	9	2011	0
21081	917	10	2012	13
21082	917	4	2013	8
21083	917	7	2014	3
21084	917	11	2015	9
21085	917	7	2016	14
21086	917	9	2017	14
21087	917	3	2018	3
21088	917	6	2019	4
21089	917	10	2020	14
21090	917	5	2021	9
21091	917	10	2022	8
21092	918	13	2000	4
21093	918	1	2001	2
21094	918	9	2002	13
21095	918	7	2003	12
21096	918	4	2004	5
21097	918	3	2005	11
21098	918	9	2006	6
21099	918	1	2007	7
21100	918	13	2008	9
21101	918	7	2009	4
21102	918	4	2010	8
21103	918	10	2011	3
21104	918	4	2012	1
21105	918	2	2013	5
21106	918	12	2014	4
21107	918	2	2015	4
21108	918	11	2016	15
21109	918	4	2017	6
21110	918	4	2018	11
21111	918	12	2019	13
21112	918	7	2020	4
21113	918	9	2021	14
21114	918	10	2022	7
21115	919	4	2000	12
21116	919	10	2001	3
21117	919	4	2002	8
21118	919	9	2003	1
21119	919	2	2004	0
21120	919	5	2005	3
21121	919	5	2006	7
21122	919	1	2007	5
21123	919	8	2008	2
21124	919	12	2009	7
21125	919	10	2010	5
21126	919	12	2011	13
21127	919	8	2012	12
21128	919	4	2013	13
21129	919	13	2014	10
21130	919	4	2015	2
21131	919	13	2016	13
21132	919	1	2017	15
21133	919	5	2018	6
21134	919	6	2019	1
21135	919	1	2020	5
21136	919	1	2021	0
21137	919	3	2022	12
21138	920	8	2000	9
21139	920	7	2001	5
21140	920	4	2002	3
21141	920	4	2003	11
21142	920	7	2004	15
21143	920	13	2005	6
21144	920	11	2006	15
21145	920	9	2007	11
21146	920	2	2008	13
21147	920	9	2009	7
21148	920	11	2010	2
21149	920	13	2011	10
21150	920	9	2012	6
21151	920	10	2013	6
21152	920	13	2014	10
21153	920	4	2015	12
21154	920	13	2016	1
21155	920	4	2017	6
21156	920	2	2018	6
21157	920	13	2019	5
21158	920	3	2020	8
21159	920	11	2021	10
21160	920	1	2022	11
21161	921	13	2000	9
21162	921	12	2001	11
21163	921	9	2002	5
21164	921	13	2003	15
21165	921	8	2004	1
21166	921	10	2005	3
21167	921	13	2006	6
21168	921	4	2007	10
21169	921	13	2008	14
21170	921	8	2009	10
21171	921	10	2010	8
21172	921	1	2011	15
21173	921	2	2012	6
21174	921	9	2013	8
21175	921	6	2014	7
21176	921	1	2015	12
21177	921	11	2016	0
21178	921	12	2017	11
21179	921	3	2018	1
21180	921	8	2019	2
21181	921	4	2020	13
21182	921	10	2021	4
21183	921	12	2022	2
21184	922	7	2000	14
21185	922	7	2001	13
21186	922	4	2002	8
21187	922	12	2003	2
21188	922	1	2004	7
21189	922	10	2005	14
21190	922	1	2006	12
21191	922	8	2007	15
21192	922	12	2008	1
21193	922	6	2009	6
21194	922	10	2010	1
21195	922	3	2011	5
21196	922	11	2012	2
21197	922	2	2013	12
21198	922	3	2014	0
21199	922	11	2015	6
21200	922	5	2016	8
21201	922	10	2017	6
21202	922	10	2018	15
21203	922	4	2019	0
21204	922	8	2020	2
21205	922	4	2021	13
21206	922	12	2022	15
21207	923	1	2000	11
21208	923	11	2001	2
21209	923	2	2002	12
21210	923	12	2003	4
21211	923	6	2004	15
21212	923	7	2005	14
21213	923	10	2006	13
21214	923	9	2007	13
21215	923	6	2008	10
21216	923	5	2009	3
21217	923	13	2010	11
21218	923	9	2011	4
21219	923	12	2012	3
21220	923	6	2013	6
21221	923	12	2014	3
21222	923	1	2015	4
21223	923	5	2016	0
21224	923	5	2017	4
21225	923	13	2018	10
21226	923	10	2019	8
21227	923	13	2020	6
21228	923	9	2021	13
21229	923	10	2022	15
21230	924	10	2000	8
21231	924	9	2001	7
21232	924	12	2002	6
21233	924	1	2003	8
21234	924	4	2004	0
21235	924	3	2005	12
21236	924	6	2006	9
21237	924	12	2007	7
21238	924	8	2008	4
21239	924	6	2009	7
21240	924	13	2010	4
21241	924	10	2011	0
21242	924	9	2012	10
21243	924	8	2013	8
21244	924	5	2014	2
21245	924	7	2015	2
21246	924	13	2016	8
21247	924	10	2017	15
21248	924	5	2018	8
21249	924	2	2019	1
21250	924	2	2020	7
21251	924	12	2021	6
21252	924	1	2022	10
21253	925	8	2000	12
21254	925	13	2001	15
21255	925	7	2002	15
21256	925	9	2003	4
21257	925	11	2004	10
21258	925	2	2005	6
21259	925	13	2006	10
21260	925	10	2007	9
21261	925	3	2008	3
21262	925	5	2009	14
21263	925	8	2010	10
21264	925	4	2011	0
21265	925	12	2012	0
21266	925	12	2013	14
21267	925	7	2014	5
21268	925	6	2015	9
21269	925	6	2016	1
21270	925	12	2017	6
21271	925	5	2018	10
21272	925	11	2019	14
21273	925	1	2020	13
21274	925	13	2021	2
21275	925	2	2022	13
21276	926	1	2000	0
21277	926	7	2001	7
21278	926	2	2002	15
21279	926	10	2003	8
21280	926	2	2004	13
21281	926	13	2005	3
21282	926	5	2006	10
21283	926	5	2007	6
21284	926	3	2008	5
21285	926	13	2009	11
21286	926	9	2010	14
21287	926	4	2011	11
21288	926	6	2012	2
21289	926	8	2013	4
21290	926	13	2014	7
21291	926	2	2015	15
21292	926	9	2016	9
21293	926	11	2017	11
21294	926	4	2018	12
21295	926	8	2019	10
21296	926	9	2020	2
21297	926	4	2021	2
21298	926	10	2022	3
21299	927	4	2000	5
21300	927	13	2001	10
21301	927	4	2002	11
21302	927	6	2003	11
21303	927	6	2004	11
21304	927	6	2005	3
21305	927	12	2006	6
21306	927	11	2007	3
21307	927	2	2008	3
21308	927	8	2009	1
21309	927	10	2010	14
21310	927	5	2011	1
21311	927	9	2012	10
21312	927	7	2013	2
21313	927	2	2014	8
21314	927	6	2015	15
21315	927	9	2016	2
21316	927	12	2017	2
21317	927	2	2018	12
21318	927	13	2019	0
21319	927	3	2020	9
21320	927	4	2021	1
21321	927	8	2022	1
21322	928	6	2000	13
21323	928	5	2001	5
21324	928	8	2002	5
21325	928	9	2003	11
21326	928	1	2004	14
21327	928	9	2005	10
21328	928	5	2006	6
21329	928	6	2007	6
21330	928	11	2008	2
21331	928	3	2009	0
21332	928	2	2010	9
21333	928	2	2011	12
21334	928	11	2012	14
21335	928	2	2013	5
21336	928	1	2014	9
21337	928	8	2015	0
21338	928	5	2016	5
21339	928	2	2017	1
21340	928	8	2018	0
21341	928	8	2019	5
21342	928	6	2020	2
21343	928	10	2021	4
21344	928	12	2022	14
21345	929	7	2000	9
21346	929	9	2001	2
21347	929	2	2002	15
21348	929	12	2003	5
21349	929	7	2004	4
21350	929	5	2005	11
21351	929	9	2006	15
21352	929	3	2007	6
21353	929	6	2008	15
21354	929	4	2009	14
21355	929	1	2010	12
21356	929	9	2011	14
21357	929	9	2012	3
21358	929	12	2013	9
21359	929	1	2014	3
21360	929	8	2015	13
21361	929	4	2016	10
21362	929	1	2017	5
21363	929	4	2018	5
21364	929	4	2019	7
21365	929	2	2020	7
21366	929	11	2021	6
21367	929	7	2022	12
21368	930	6	2000	2
21369	930	4	2001	13
21370	930	4	2002	12
21371	930	5	2003	7
21372	930	10	2004	10
21373	930	10	2005	11
21374	930	12	2006	15
21375	930	11	2007	0
21376	930	8	2008	15
21377	930	10	2009	6
21378	930	1	2010	7
21379	930	7	2011	10
21380	930	4	2012	9
21381	930	8	2013	7
21382	930	13	2014	6
21383	930	3	2015	13
21384	930	2	2016	4
21385	930	9	2017	4
21386	930	11	2018	9
21387	930	9	2019	7
21388	930	12	2020	5
21389	930	6	2021	0
21390	930	12	2022	7
21391	931	2	2000	0
21392	931	10	2001	6
21393	931	5	2002	4
21394	931	13	2003	15
21395	931	3	2004	8
21396	931	1	2005	9
21397	931	10	2006	14
21398	931	6	2007	15
21399	931	1	2008	8
21400	931	9	2009	10
21401	931	11	2010	5
21402	931	2	2011	7
21403	931	3	2012	10
21404	931	6	2013	4
21405	931	4	2014	13
21406	931	4	2015	7
21407	931	8	2016	15
21408	931	9	2017	9
21409	931	9	2018	6
21410	931	4	2019	9
21411	931	7	2020	5
21412	931	11	2021	0
21413	931	1	2022	12
21414	932	4	2000	7
21415	932	1	2001	7
21416	932	3	2002	7
21417	932	3	2003	1
21418	932	11	2004	2
21419	932	10	2005	13
21420	932	6	2006	10
21421	932	8	2007	2
21422	932	2	2008	10
21423	932	11	2009	6
21424	932	8	2010	4
21425	932	8	2011	13
21426	932	4	2012	1
21427	932	12	2013	1
21428	932	5	2014	15
21429	932	12	2015	4
21430	932	1	2016	5
21431	932	9	2017	8
21432	932	1	2018	14
21433	932	1	2019	7
21434	932	5	2020	13
21435	932	1	2021	2
21436	932	1	2022	7
21437	933	8	2000	14
21438	933	6	2001	4
21439	933	5	2002	5
21440	933	10	2003	11
21441	933	12	2004	9
21442	933	11	2005	13
21443	933	8	2006	13
21444	933	3	2007	3
21445	933	7	2008	2
21446	933	5	2009	3
21447	933	4	2010	4
21448	933	11	2011	10
21449	933	7	2012	14
21450	933	3	2013	4
21451	933	2	2014	15
21452	933	12	2015	3
21453	933	4	2016	0
21454	933	4	2017	6
21455	933	4	2018	15
21456	933	2	2019	13
21457	933	6	2020	12
21458	933	6	2021	7
21459	933	7	2022	15
21460	934	10	2000	10
21461	934	5	2001	11
21462	934	3	2002	10
21463	934	5	2003	6
21464	934	2	2004	9
21465	934	2	2005	4
21466	934	9	2006	10
21467	934	13	2007	8
21468	934	8	2008	1
21469	934	6	2009	7
21470	934	2	2010	15
21471	934	6	2011	3
21472	934	12	2012	5
21473	934	9	2013	14
21474	934	4	2014	11
21475	934	6	2015	15
21476	934	8	2016	2
21477	934	5	2017	14
21478	934	1	2018	8
21479	934	6	2019	8
21480	934	12	2020	6
21481	934	13	2021	14
21482	934	12	2022	11
21483	935	2	2000	12
21484	935	11	2001	15
21485	935	2	2002	1
21486	935	1	2003	13
21487	935	9	2004	9
21488	935	5	2005	1
21489	935	11	2006	5
21490	935	9	2007	1
21491	935	7	2008	2
21492	935	10	2009	7
21493	935	6	2010	5
21494	935	4	2011	8
21495	935	6	2012	7
21496	935	8	2013	7
21497	935	2	2014	11
21498	935	10	2015	13
21499	935	13	2016	3
21500	935	2	2017	2
21501	935	12	2018	12
21502	935	12	2019	5
21503	935	10	2020	1
21504	935	4	2021	1
21505	935	8	2022	8
21506	936	6	2000	9
21507	936	1	2001	12
21508	936	10	2002	7
21509	936	12	2003	15
21510	936	5	2004	0
21511	936	5	2005	13
21512	936	1	2006	5
21513	936	11	2007	7
21514	936	13	2008	13
21515	936	2	2009	2
21516	936	9	2010	6
21517	936	8	2011	0
21518	936	1	2012	11
21519	936	12	2013	12
21520	936	10	2014	14
21521	936	10	2015	15
21522	936	3	2016	10
21523	936	5	2017	12
21524	936	11	2018	3
21525	936	8	2019	2
21526	936	9	2020	13
21527	936	2	2021	13
21528	936	2	2022	2
21529	937	7	2000	15
