id	versenyid	soforid	csapatid	helyezes	pont	korok
18345	757	525	108	NULL	0	1
18346	758	347	66	1	8	75
18347	758	356	170	2	6	75
18348	758	418	170	3	4	75
18349	758	404	32	4	3	74
18350	758	554	6	5	2	74
18351	758	403	6	6	0	73
18352	758	289	32	7	0	73
18353	758	427	170	8	0	73
18354	758	477	6	9	0	71
18355	758	430	95	10	0	68
18356	758	475	170	NULL	1	62
18357	758	501	66	NULL	0	46
18358	758	479	6	NULL	0	42
18359	758	566	117	NULL	0	25
18360	758	456	117	NULL	0	3
18361	759	479	6	1	8	50
18362	759	403	6	2	6	50
18363	759	356	170	3	4	50
18364	759	482	6	4	3	50
18365	759	360	170	5	2	50
18366	759	541	66	6	0	50
18367	759	501	66	7	0	47
18368	759	483	105	8	0	41
18369	759	430	105	9	0	40
18370	759	567	105	10	0	40
18371	759	427	170	11	0	36
18372	759	475	66	NULL	1	42
18373	759	554	6	NULL	0	31
18374	759	456	167	NULL	0	20
18375	759	364	6	NULL	0	19
18376	759	404	32	NULL	0	14
18377	759	437	167	NULL	0	13
18378	759	418	170	NULL	0	8
18379	759	289	32	NULL	0	7
18380	759	462	167	NULL	0	7
18381	759	347	66	NULL	0	6
18382	759	568	105	NULL	0	0
18383	760	356	170	1	8	75
18384	760	475	66	2	6.5	75
18385	760	360	170	3	4.5	75
18386	760	501	66	4	3	74
18387	760	427	170	5	2	74
18388	760	456	117	6	0	74
18389	760	418	170	7	0	73
18390	760	502	32	8	0	71
18391	760	289	32	9	0	70
18392	760	505	169	10	0	70
18393	760	481	170	11	0	69
18394	760	569	170	12	0	69
18395	760	549	169	13	0	69
18396	760	566	117	NULL	0	69
18397	760	567	105	NULL	0	57
18398	760	541	66	NULL	0	53
18399	760	486	170	NULL	0	39
18400	760	347	66	NULL	0	37
18401	760	437	167	NULL	0	31
18402	760	478	167	NULL	0	21
18403	760	542	32	NULL	0	19
18404	760	484	101	NULL	0	18
18405	760	540	170	NULL	0	17
18406	760	479	118	NULL	0	13
18407	760	465	170	NULL	0	0
18408	760	570	170	NULL	0	0
18409	760	387	123	NULL	0	0
18410	760	571	32	NULL	0	0
18411	760	401	170	NULL	0	0
18412	760	441	170	NULL	0	0
18413	761	479	6	1	9	60
18414	761	364	6	2	6	60
18415	761	403	6	3	4	60
18416	761	427	170	4	3	59
18417	761	347	66	5	2	58
18418	761	437	167	6	0	56
18419	761	501	66	7	0	49
18420	761	360	170	NULL	0	36
18421	761	478	66	NULL	0	36
18422	761	418	170	NULL	0	23
18423	761	356	170	NULL	0	15
18424	761	289	32	NULL	0	10
18425	761	404	32	NULL	0	7
18426	761	477	6	NULL	0	2
18427	761	475	170	NULL	0	1
18428	762	475	170	1	9	62
18429	762	418	170	2	6	61
18430	762	364	6	3	4	61
18431	762	427	170	4	3	60
18432	762	501	66	5	2	59
18433	762	456	117	6	0	59
18434	762	541	66	7	0	59
18435	762	566	117	8	0	58
18436	762	479	6	9	0	57
18437	762	432	167	10	0	56
18438	762	360	170	NULL	0	38
18439	762	356	170	NULL	0	23
18440	762	347	66	NULL	0	10
18441	762	403	6	NULL	0	5
18442	762	289	32	NULL	0	5
18443	762	404	32	NULL	0	3
18444	763	475	170	1	8	72
18445	763	403	6	2	7	72
18446	763	356	170	3	4	72
18447	763	364	6	4	3	72
18448	763	477	6	5	2	71
18449	763	482	6	6	0	71
18450	763	501	66	7	0	70
18451	763	347	66	8	0	70
18452	763	427	170	9	0	70
18453	763	566	117	10	0	70
18454	763	462	167	11	0	68
18455	763	483	170	12	0	68
18456	763	541	66	13	0	67
18457	763	437	167	14	0	67
18458	763	543	105	15	0	64
18459	763	456	117	NULL	0	44
18460	763	360	170	NULL	0	22
18461	763	486	167	NULL	0	18
18462	763	404	32	NULL	0	14
18463	763	289	32	NULL	0	1
18464	763	479	6	NULL	0	0
18465	764	360	170	1	8	42
18466	764	427	170	2	7	42
18467	764	479	6	3	4	42
18468	764	356	170	4	3	42
18469	764	404	32	5	2	39
18470	764	476	6	6	0	38
18471	764	572	95	7	0	38
18472	764	477	6	NULL	0	23
18473	764	456	167	NULL	0	23
18474	764	449	113	NULL	0	20
18475	764	573	168	NULL	0	13
18476	764	403	6	NULL	0	8
18477	764	567	124	NULL	0	6
18478	764	475	170	NULL	0	5
18479	764	501	170	NULL	0	5
18480	764	574	169	NULL	0	5
18481	764	502	32	NULL	0	2
18482	764	575	125	NULL	0	0
18483	764	576	105	NULL	0	0
18484	765	475	87	1	8	80
18485	765	577	6	2	6	80
18486	765	578	6	3	4	80
18487	765	579	105	4	4	80
18488	765	554	105	5	2	78
18489	765	501	105	6	0	77
18490	765	496	105	7	0	76
18491	765	580	105	8	0	75
18492	765	547	105	9	0	71
18493	765	581	6	NULL	0	0
18494	766	427	87	1	8	100
18495	766	577	6	2	6	100
18496	766	581	6	3	4	100
18497	766	356	87	4	3	97
18498	766	501	66	5	2	91
18499	766	477	32	6	0	87
18500	766	476	6	NULL	0	91
18501	766	347	105	NULL	0	71
18502	766	289	32	NULL	0	69
18503	766	456	87	NULL	0	56
18504	766	578	6	NULL	1	47
18505	766	475	118	NULL	0	38
18506	766	554	66	NULL	0	29
18507	766	483	105	NULL	0	28
18508	766	479	118	NULL	0	22
18509	766	590	118	NULL	0	11
18510	766	541	87	NULL	0	0
18511	766	582	105	NULL	0	0
18512	766	583	105	NULL	0	0
18513	766	584	125	NULL	0	0
18514	766	585	125	NULL	0	0
18515	766	551	105	NULL	0	0
18516	766	553	105	NULL	0	0
18517	766	543	127	NULL	0	0
18518	766	586	127	NULL	0	0
18519	766	547	105	NULL	0	0
18520	766	541	66	NULL	0	0
18521	766	587	125	NULL	0	0
18522	766	588	105	NULL	0	0
18523	766	589	105	NULL	0	0
18524	766	580	105	NULL	0	0
18525	767	475	118	1	9	75
18526	767	501	66	2	6	75
18527	767	554	66	3	4	75
18528	767	456	87	4	3	74
18529	767	578	6	5	2	74
18530	767	477	32	6	0	73
18531	767	577	6	7	0	73
18532	767	356	87	8	0	73
18533	767	427	87	9	0	72
18534	767	347	105	10	0	71
18535	767	430	95	11	0	69
18536	767	483	105	NULL	0	52
18537	767	590	118	NULL	0	46
18538	767	289	32	NULL	0	40
18539	767	581	6	NULL	0	32
18540	767	418	105	NULL	0	16
18541	767	479	118	NULL	0	13
18542	767	547	105	NULL	0	0
18543	768	525	108	1	8	200
18544	768	591	108	2	6	200
18545	768	533	113	3	4	200
18546	768	529	108	4	4	200
18547	768	509	108	5	2	200
18548	768	592	107	6	0	200
18549	768	528	109	7	0	200
18550	768	564	107	8	0	200
18551	768	513	113	9	0	200
18552	768	560	113	10	0	200
18553	768	558	113	11	0	200
18554	768	593	113	12	0	200
18555	768	594	114	13	0	200
18556	768	516	113	NULL	0	189
18557	768	539	114	NULL	0	151
18558	768	531	114	NULL	0	148
18559	768	565	113	NULL	0	136
18560	768	555	113	NULL	0	122
18561	768	523	113	NULL	0	116
18562	768	449	110	NULL	0	93
18563	768	595	113	NULL	0	80
18564	768	527	114	NULL	0	68
18565	768	512	113	NULL	0	52
18566	768	563	120	NULL	0	38
18567	768	562	110	NULL	0	21
18568	768	514	113	NULL	0	1
18569	768	537	107	NULL	0	0
18570	768	596	107	NULL	0	0
18571	768	597	113	NULL	0	0
18572	768	510	113	NULL	0	0
18573	768	598	113	NULL	0	0
18574	768	536	113	NULL	0	0
18575	768	599	114	NULL	0	0
18576	769	479	118	1	8	24
18577	769	578	6	2	7	24
18578	769	590	118	3	4	24
18579	769	477	32	4	3	24
18580	769	501	66	5	2	23
18581	769	482	6	6	0	23
18582	769	427	105	7	0	23
18583	769	456	87	8	0	23
18584	769	347	105	9	0	22
18585	769	551	105	10	0	22
18586	769	580	105	NULL	0	22
18587	769	356	87	NULL	0	16
18588	769	289	32	NULL	0	12
18589	769	577	6	NULL	0	5
18590	769	581	6	NULL	0	5
18591	769	554	66	NULL	0	5
18592	769	455	105	NULL	0	4
18593	769	475	118	NULL	0	0
18594	769	418	105	NULL	0	0
18595	770	578	6	1	9	50
18596	770	475	118	2	6	50
18597	770	476	6	3	4	50
18598	770	579	105	4	3	50
18599	770	581	6	5	2	50
18600	770	356	87	6	0	49
18601	770	403	105	7	0	49
18602	770	347	105	8	0	48
18603	770	583	105	9	0	47
18604	770	526	105	10	0	45
18605	770	456	87	11	0	37
18606	770	501	66	NULL	0	41
18607	770	554	66	NULL	0	41
18608	770	590	118	NULL	0	35
18609	770	289	32	NULL	0	33
18610	770	580	105	NULL	0	28
18611	770	427	66	NULL	0	23
18612	770	479	118	NULL	0	16
18613	770	577	6	NULL	0	9
18614	770	566	105	NULL	0	9
18615	770	477	32	NULL	0	6
18616	771	581	6	1	8	75
18617	771	578	6	2	7	75
18618	771	456	87	3	4	75
18619	771	590	118	4	3	75
18620	771	501	66	5	2	75
18621	771	356	87	6	0	75
18622	771	479	118	7	0	74
18623	771	427	87	8	0	73
18624	771	566	105	9	0	72
18625	771	476	6	NULL	0	59
18626	771	347	105	NULL	0	49
18627	771	583	105	NULL	0	44
18628	771	437	87	NULL	0	40
18629	771	475	118	NULL	0	25
18630	771	477	32	NULL	0	21
18631	771	554	66	NULL	0	19
18632	771	549	125	NULL	0	19
18633	771	502	32	NULL	0	19
18634	771	289	32	NULL	0	17
18635	771	486	125	NULL	0	7
18636	772	479	118	1	8	15
18637	772	456	87	2	6	15
18638	772	427	87	3	4	15
18639	772	476	6	4	3	15
18640	772	360	87	5	0	15
18641	772	431	95	6	0	15
18642	772	437	87	7	0	15
18643	772	459	87	8	0	15
18644	772	403	6	9	0	15
18645	772	477	32	10	0	13
18646	772	549	32	11	0	13
18647	772	578	6	NULL	0	11
18648	772	581	6	NULL	0	10
18649	772	455	87	NULL	0	9
18650	772	501	66	NULL	0	9
18651	772	600	87	NULL	0	4
18652	772	289	32	NULL	0	4
18653	772	554	66	NULL	0	4
18654	772	430	95	NULL	0	3
18655	772	478	105	NULL	0	3
18656	772	475	118	NULL	1	3
18657	772	601	87	NULL	0	2
18658	772	484	87	NULL	0	1
18659	772	356	87	NULL	0	1
18660	772	347	105	NULL	0	1
18661	772	526	105	NULL	0	0
18662	773	475	118	1	8	50
18663	773	578	6	2	7	50
18664	773	590	118	3	4	49
18665	773	554	66	4	3	49
18666	773	476	6	5	2	49
18667	773	501	66	6	0	49
18668	773	356	87	7	0	48
18669	773	427	87	8	0	48
18670	773	456	87	9	0	46
18671	773	566	105	NULL	0	47
18672	773	479	118	NULL	0	37
18673	773	289	32	NULL	0	25
18674	773	477	105	NULL	0	15
18675	773	347	105	NULL	0	9
18676	773	551	105	NULL	0	6
18677	774	479	118	1	8	70
18678	774	578	6	2	6	70
18679	774	403	6	3	5	70
18680	774	418	105	4	0	69
18681	774	456	87	5	2	62
18682	774	289	32	6	0	62
18683	774	477	32	7	0	61
18684	774	551	105	NULL	0	57
18685	774	543	105	NULL	0	51
18686	774	554	66	NULL	0	42
18687	774	478	105	NULL	0	32
18688	774	590	118	NULL	0	30
18689	774	427	87	NULL	0	24
18690	774	475	118	NULL	0	17
18691	774	347	66	NULL	0	14
18692	774	482	6	NULL	0	4
18693	774	583	105	NULL	0	2
18694	774	566	105	NULL	0	1
18695	774	476	6	NULL	0	0
18696	774	501	66	NULL	0	0
18697	774	356	87	NULL	0	0
18698	775	475	118	1	9	53
18699	775	578	6	2	6	53
18700	775	403	6	3	4	53
18701	775	347	66	4	3	53
18702	775	501	66	5	2	53
18703	775	418	105	6	0	52
18704	775	456	87	7	0	51
18705	775	486	87	8	0	50
18706	775	478	105	9	0	50
18707	775	477	32	10	0	49
18708	775	356	87	11	0	49
18709	775	583	105	12	0	48
18710	775	360	87	13	0	48
18711	775	602	87	14	0	48
18712	775	603	87	15	0	48
18713	775	289	32	16	0	45
18714	775	590	118	NULL	0	41
18715	775	604	87	NULL	0	31
18716	775	605	87	NULL	0	30
18717	775	479	118	NULL	0	29
18718	775	482	6	NULL	0	29
18719	775	554	66	NULL	0	26
18720	775	455	87	NULL	0	15
18721	775	541	66	NULL	0	15
18722	775	427	87	NULL	0	9
18723	776	579	105	1	8	100
18724	776	554	105	2	6	100
18725	776	496	105	3	4	99
18726	776	501	105	4	3	98
18727	776	606	6	5	1	98
18728	776	607	6	6	0	98
18729	776	347	105	7	0	95
18730	776	475	105	8	1	93
18731	776	573	6	9	0	91
18732	776	586	105	10	0	90
18733	776	608	6	NULL	0	75
18734	776	578	6	NULL	0	35
18735	776	577	6	NULL	0	31
18736	776	581	6	NULL	0	26
18737	777	579	105	1	9	105
18738	777	479	118	2	6	105
18739	777	418	105	3	4	103
18740	777	590	125	4	3	102
18741	777	427	6	5	2	100
18742	777	356	87	6	0	100
18743	777	476	6	NULL	0	95
18744	777	483	105	NULL	0	64
18745	777	541	66	NULL	0	60
18746	777	496	105	NULL	0	51
18747	777	549	125	NULL	0	47
18748	777	501	105	NULL	0	23
18749	777	547	105	NULL	0	10
18750	777	581	6	NULL	0	4
18751	777	475	118	NULL	0	4
18752	777	578	6	NULL	0	4
18753	777	456	66	NULL	0	0
18754	777	478	105	NULL	0	0
18756	777	586	105	NULL	0	0
18759	778	509	108	2	7	200
18760	778	525	114	3	4	200
18761	778	555	113	4	3	200
18763	778	533	113	6	0	200
18765	778	597	113	8	0	200
18766	778	514	109	9	0	200
18767	778	520	110	10	0	200
18768	778	562	113	11	0	200
18769	778	512	114	12	0	199
18770	778	516	113	13	0	197
18771	778	563	114	14	0	196
18772	778	529	113	15	0	195
18773	778	593	113	16	0	195
18774	778	528	113	17	0	192
18775	778	592	113	NULL	0	182
18777	778	594	113	NULL	0	138
18778	778	538	120	NULL	0	111
18780	778	527	114	NULL	0	105
18781	778	565	113	NULL	0	101
18782	778	513	113	NULL	0	93
18783	778	560	113	NULL	0	81
18784	778	558	113	NULL	0	75
18785	778	556	113	NULL	0	53
18786	778	596	113	NULL	0	51
18787	778	449	110	NULL	0	27
18788	778	526	107	NULL	0	13
18789	778	532	113	NULL	0	0
18791	779	579	105	1	8	77
18792	779	577	6	2	7	77
18793	779	581	6	3	4	77
18794	779	578	6	4	3	76
18795	779	501	105	5	2	70
18796	779	554	105	6	0	69
18798	779	496	105	NULL	0	30
18799	779	590	118	NULL	0	30
18800	779	456	118	NULL	0	25
18802	779	427	6	NULL	0	23
18803	779	356	87	NULL	0	4
18804	779	547	105	NULL	0	4
18805	779	541	66	NULL	0	2
18806	780	479	118	1	4	90
18807	780	577	6	2	6	90
18808	780	578	6	3	4	90
18809	780	427	6	4	3	88
18810	780	456	87	5	2	85
18812	780	590	118	7	0	82
18813	780	549	105	8	0	71
18814	780	356	87	NULL	0	74
18815	780	554	105	NULL	0	69
18816	780	581	6	NULL	0	53
18817	780	475	118	NULL	0	51
18818	780	579	105	NULL	0	49
18819	780	486	66	NULL	0	46
18821	780	501	105	NULL	0	39
18822	780	496	105	NULL	0	35
18823	780	347	105	NULL	0	18
18824	780	547	105	NULL	0	0
18825	781	579	105	1	9	22
18826	781	578	6	2	6	22
18827	781	581	6	3	4	22
18828	781	577	6	4	3	22
18829	781	475	118	5	2	22
18830	781	554	105	6	0	22
18831	781	501	105	7	0	22
18832	781	418	105	8	0	21
18833	781	479	118	9	0	21
18834	781	483	105	10	0	21
18835	781	506	105	11	0	21
18836	781	431	95	12	0	21
18837	781	484	87	13	0	20
18838	781	430	95	14	0	20
18839	781	459	87	15	0	17
18840	781	478	105	NULL	0	14
18842	781	456	87	NULL	0	11
18843	781	580	105	NULL	0	11
18844	781	590	118	NULL	0	10
18845	781	356	87	NULL	0	6
18847	781	601	87	NULL	0	3
18848	781	547	105	NULL	0	2
18849	782	475	118	1	9	18
18850	782	579	105	2	6	18
18851	782	501	105	3	4	18
18852	782	418	105	4	3	18
18853	782	590	118	5	2	17
18854	782	483	105	6	0	17
18855	782	356	87	7	0	15
18856	782	577	6	NULL	0	9
18857	782	580	105	NULL	0	9
18858	782	506	105	NULL	0	9
18859	782	347	105	NULL	0	7
18860	782	554	105	NULL	0	3
18861	782	456	87	NULL	0	3
18862	782	479	118	NULL	0	1
18863	782	547	105	NULL	0	0
18864	782	586	105	NULL	0	0
18865	783	475	118	1	8	87
18866	783	579	105	2	6	87
18867	783	476	6	3	4	85
18868	783	418	105	4	3	84
18869	783	483	105	5	1	84
18870	783	578	6	6	0	83
18871	783	479	118	7	1	82
18872	783	577	6	8	0	82
18873	783	580	105	9	0	81
18874	783	547	105	10	0	78
18876	783	581	6	NULL	0	62
18877	783	590	118	NULL	0	49
18878	783	554	105	NULL	0	49
18879	783	506	105	NULL	0	47
18880	783	501	105	NULL	0	34
18881	783	347	105	NULL	0	31
18882	783	586	105	NULL	0	3
18883	784	577	6	1	4	98
18884	784	554	105	2	6	98
18885	784	578	105	3	4	96
18887	784	482	6	5	2	91
18889	784	475	105	NULL	0	81
18890	784	581	6	NULL	0	58
18891	784	586	105	NULL	0	57
18892	784	496	105	NULL	0	42
18893	784	608	6	NULL	0	40
18894	784	498	105	NULL	0	24
18895	784	579	6	NULL	0	22
18896	785	475	105	1	8	100
18897	785	581	6	2	3	100
18898	785	554	105	3	4	99
18899	785	579	6	4	1.5	99
18902	785	607	105	7	0	86
18903	785	547	105	8	0	85
18906	785	608	6	NULL	0	14
18907	785	427	118	NULL	0	13
18908	785	501	118	NULL	0	2
18909	785	577	6	NULL	0	2
18910	785	483	6	NULL	0	0
18911	785	578	66	NULL	0	0
18912	785	479	66	NULL	0	0
18913	785	589	105	NULL	0	0
18914	786	559	107	1	8	200
18916	786	528	109	3	4	200
18917	786	593	113	4	3	200
18918	786	537	113	5	2	200
18920	786	514	113	7	0	200
18921	786	449	113	8	0	200
18922	786	592	110	9	0	200
18924	786	520	114	11	0	196
18926	786	516	113	13	0	196
18927	786	558	113	14	0	195
18928	786	513	114	15	0	195
18929	786	595	114	16	0	194
18931	786	597	113	18	0	187
18932	786	525	114	19	0	185
18933	786	509	113	NULL	0	175
18934	786	594	113	NULL	0	173
18935	786	529	113	NULL	0	160
18936	786	596	113	NULL	0	160
18937	786	556	113	NULL	0	134
18938	786	562	113	NULL	0	131
18941	786	538	113	NULL	0	74
18942	786	561	113	NULL	0	49
18943	786	533	113	NULL	0	35
18944	786	526	113	NULL	0	22
18945	786	512	114	NULL	0	22
18946	786	555	113	NULL	1	21
18947	787	581	6	1	8	36
18949	787	607	105	3	2	36
18950	787	501	118	4	3	35
18952	787	429	6	6	0	33
18953	787	554	105	7	0	33
18955	787	579	6	NULL	0	23
18956	787	427	118	NULL	0	11
18957	787	475	105	NULL	0	10
18958	787	608	6	NULL	0	10
18960	787	547	105	NULL	0	2
18961	787	580	105	NULL	0	0
18962	788	581	6	1	8	61
18963	788	608	6	2	6	61
18964	788	554	105	3	4	61
18965	788	579	6	4	4	61
18966	788	607	105	5	1	59
18968	788	580	105	7	0	57
18971	788	578	118	10	0	56
18972	788	429	128	11	0	55
18975	788	482	6	NULL	0	38
18977	788	606	6	NULL	0	20
18978	788	427	130	NULL	0	18
18979	788	475	105	NULL	0	12
18980	788	501	118	NULL	0	5
18982	789	579	6	1	8	101
18983	789	606	6	2	3	100
18984	789	554	105	3	4	99
18985	789	486	125	4	3	98
18986	789	547	105	5	2	97
18988	789	607	105	7	0	95
18989	789	580	105	8	0	94
18991	789	608	6	10	0	92
18993	789	475	105	NULL	1	94
18994	789	501	118	NULL	0	87
18996	789	427	118	NULL	0	74
18998	789	581	6	NULL	0	64
18999	789	456	105	NULL	0	59
19000	789	479	66	NULL	0	39
19001	789	578	66	NULL	0	24
19003	789	506	105	NULL	0	22
19006	789	585	99	NULL	0	12
19007	789	356	105	NULL	0	3
19008	789	541	66	NULL	0	2
19009	789	498	118	NULL	0	0
19010	790	579	6	1	9	22
19011	790	475	105	2	6	22
19012	790	554	105	3	4	22
19013	790	580	105	4	3	20
19015	790	506	105	NULL	0	20
19018	790	606	6	NULL	0	14
19019	790	501	105	NULL	0	13
19021	790	577	6	NULL	0	11
19022	790	581	6	NULL	0	8
19023	790	608	6	NULL	0	5
19025	790	547	105	NULL	0	3
19026	790	456	105	NULL	0	2
19028	790	483	6	NULL	0	0
19029	790	607	105	NULL	0	0
19030	790	429	128	NULL	0	0
19031	790	586	105	NULL	0	0
19032	791	475	105	1	9	50
19033	791	581	6	2	3	50
19034	791	541	125	3	4	49
19035	791	580	105	4	3	49
19036	791	486	125	5	2	47
19037	791	586	105	6	0	47
19039	791	579	6	8	0	46
19041	791	583	105	10	0	42
19042	791	456	105	11	0	41
19043	791	577	6	NULL	0	47
19045	791	501	118	NULL	0	32
19046	791	554	105	NULL	0	23
19047	791	506	105	NULL	0	16
19048	791	427	118	NULL	0	13
19050	791	608	6	NULL	0	9
19053	791	606	6	NULL	0	6
19056	791	476	6	NULL	0	0
19057	792	579	131	1	9	96
19058	792	498	6	2	2	96
19060	792	478	131	4	1	94
19062	792	501	105	6	0	88
19063	792	577	105	7	0	83
19067	792	427	6	NULL	0	36
19068	792	608	132	NULL	0	35
19069	792	475	131	NULL	0	29
19073	792	554	105	NULL	0	2
19077	792	496	105	NULL	0	1
19078	793	427	6	1	8	100
19079	793	608	132	2	6	100
19080	793	554	105	3	2	99
19083	793	589	132	6	0	95
19086	793	475	131	9	0	81
19087	793	607	105	NULL	0	86
19089	793	501	6	NULL	0	68
19092	793	579	131	NULL	1	49
19095	793	578	118	NULL	0	22
19097	793	577	105	NULL	0	7
19100	793	478	131	NULL	0	0
19102	794	529	113	2	3	200
19104	794	512	114	4	3	200
19107	794	538	113	7	0	200
19108	794	597	113	8	0	200
19109	794	556	113	9	0	200
19110	794	559	113	10	0	200
19111	794	518	114	11	0	197
19112	794	563	113	12	0	196
19113	794	513	111	13	0	196
19114	794	509	108	14	0	191
19115	794	528	109	NULL	0	178
19118	794	523	111	NULL	0	142
19121	794	593	113	NULL	0	119
19122	794	532	135	NULL	0	112
19123	794	561	113	NULL	0	111
19124	794	525	114	NULL	0	90
19127	794	558	113	NULL	0	54
19128	794	449	114	NULL	0	53
19129	794	533	113	NULL	0	53
19130	794	596	113	NULL	0	53
19133	794	592	136	NULL	0	10
19134	795	579	131	1	9	36
19135	795	475	131	2	6	36
19139	795	427	6	6	0	35
19140	795	577	105	7	0	34
19141	795	607	105	8	0	33
19144	795	608	132	NULL	0	16
19145	795	578	118	NULL	0	8
19146	795	554	105	NULL	0	3
19149	795	501	6	NULL	0	0
19150	796	579	131	1	8	100
19151	796	475	131	2	6	100
19152	796	577	105	3	4	100
19154	796	608	6	5	2	97
19155	796	554	105	6	0	97
19156	796	578	6	7	0	95
19161	796	427	6	NULL	0	65
19163	796	547	105	NULL	0	23
19166	797	475	131	1	9	90
19167	797	579	131	2	6	90
19170	797	577	105	5	2	89
19171	797	578	6	6	0	87
19175	797	427	6	NULL	0	59
19177	797	356	87	NULL	0	30
19179	797	581	105	NULL	0	28
19181	797	456	105	NULL	0	23
19182	797	547	105	NULL	0	22
19183	797	501	118	NULL	0	20
19186	797	608	6	NULL	0	16
19188	797	554	105	NULL	0	9
19190	797	486	125	NULL	0	0
19191	798	579	131	1	8	50
19193	798	608	6	3	4	50
19194	798	554	105	4	3	50
19195	798	496	105	5	2	49
19198	798	427	6	8	0	47
19200	798	578	6	10	0	38
19202	798	577	105	NULL	0	31
19203	798	547	105	NULL	0	31
19204	798	475	131	NULL	1	27
19207	798	581	105	NULL	0	22
19208	798	501	118	NULL	0	7
19213	798	586	137	NULL	0	0
19214	799	579	105	1	8	87
19216	799	498	6	3	5	87
19217	799	427	6	4	3	86
19219	799	501	105	6	0	84
19223	799	554	128	NULL	0	61
19224	799	578	6	NULL	0	52
19230	799	577	105	NULL	0	0
19231	799	496	105	NULL	0	0
19233	800	525	114	2	6	200
19235	800	526	113	4	1.5	200
19238	800	528	109	7	0	200
19239	800	555	113	8	0	200
19243	800	521	114	12	0	199
19246	800	518	113	15	0	196
19248	800	592	136	17	0	194
19249	800	596	129	18	0	193
19252	800	597	113	NULL	0	181
19253	800	449	135	NULL	0	172
19254	800	520	113	23	0	168
19255	800	512	138	NULL	0	165
19258	800	556	113	NULL	0	111
19259	800	509	113	NULL	0	110
19260	800	529	113	NULL	0	105
19263	800	593	113	NULL	0	79
19264	800	519	113	NULL	0	74
19265	801	579	105	1	9	36
19266	801	427	6	2	6	36
19267	801	475	105	3	4	35
19268	801	498	6	4	1.5	35
19269	801	429	128	5	2	35
19274	801	554	128	NULL	0	12
19276	801	498	6	NULL	0	1
19279	802	579	131	1	8	61
19284	802	554	128	6	0	56
19286	802	427	6	NULL	0	36
19291	802	501	105	NULL	0	19
19292	802	478	131	NULL	1	16
19293	802	456	105	NULL	0	15
19294	802	498	6	NULL	0	13
19297	802	578	6	NULL	0	9
19301	803	498	6	1	8.14	90
19302	803	578	6	2	6.14	90
19304	803	579	131	4	3.14	89
19305	803	427	6	5	2	87
19309	803	429	128	9	0	86
19312	803	501	105	12	0	83
19315	803	547	87	15	0	44
19316	803	475	105	NULL	0	80
19318	803	554	128	NULL	0	54
19319	803	456	105	NULL	0	53
19326	803	581	118	NULL	0	16
19333	804	579	131	1	8	22
19334	804	498	6	2	3	22
19335	804	427	6	3	4	22
19339	804	501	105	7	0	21
19342	804	554	128	10	0	20
19347	804	478	131	NULL	0	7
19349	804	578	6	NULL	0	3
19351	804	475	105	NULL	0	1
19352	804	429	128	NULL	0	0
19356	805	579	131	1	9	66
19357	805	498	6	2	6	66
19358	805	478	131	3	4	65
19365	805	427	6	NULL	0	33
19366	805	578	6	NULL	0	30
19367	805	501	105	NULL	0	23
19368	805	475	105	NULL	0	21
19370	805	554	128	NULL	0	8
19373	806	579	131	1	8	80
19374	806	578	6	2	6	79
19376	806	478	131	4	3	77
19377	806	427	6	5	2	75
19379	806	581	118	7	0	75
19382	806	475	105	10	0	71
19388	806	577	105	NULL	0	32
19389	806	498	6	NULL	0	16
19392	806	554	128	NULL	0	2
19394	807	578	6	1	8	80
19395	807	577	105	2	6	80
19396	807	579	131	3	4	79
19399	807	580	105	6	0	76
19405	807	478	131	NULL	0	50
19406	807	427	6	NULL	0	47
19408	807	501	105	NULL	0	29
19409	807	475	105	NULL	0	20
19410	807	554	128	NULL	0	17
19415	807	581	118	NULL	0	0
19418	808	498	105	3	4	96
19419	808	578	6	4	3	96
19421	808	554	128	6	0	94
19422	808	427	128	7	0	91
19426	808	579	105	NULL	0	36
19429	808	496	128	NULL	0	24
19437	809	556	113	6	0	200
19438	809	509	113	7	0	200
19440	809	529	114	9	0	196
19445	809	525	134	14	0	183
19447	809	449	113	16	0	177
19453	809	559	114	NULL	0	115
19455	809	518	110	NULL	0	94
19456	809	555	113	NULL	0	89
19457	809	593	113	NULL	0	86
19458	809	528	107	NULL	0	76
19459	809	520	113	NULL	0	53
19460	809	521	114	NULL	0	42
19463	809	512	143	NULL	0	6
19468	810	578	6	4	3	89
19470	810	427	128	6	0	87
19472	810	581	133	8	0	84
19473	810	475	125	9	0	83
19476	810	501	128	NULL	0	59
19478	810	579	105	NULL	0	36
19480	810	498	105	NULL	0	22
19482	810	456	125	NULL	0	14
19488	811	427	128	5	2	35
19489	811	578	6	6	0	35
19490	811	501	128	7	0	33
19494	811	429	125	11	0	29
19498	811	579	105	NULL	0	13
19499	811	498	105	NULL	1	11
19500	811	554	128	NULL	0	9
19501	811	581	133	NULL	0	4
19504	812	578	6	1	8	60
19505	812	579	105	2	7	60
19506	812	498	105	3	4	60
19513	812	554	128	10	0	55
19516	812	581	133	13	0	52
19518	812	589	127	15	0	43
19520	812	475	87	NULL	0	38
19524	812	427	128	NULL	0	14
19526	812	501	128	NULL	0	4
19528	812	456	125	NULL	0	2
19530	813	579	105	2	6	90
19532	813	498	105	4	3.5	88
19533	813	578	6	5	2	87
19544	813	581	133	NULL	0	56
